question_id,survey_name,column_name,question_text,import_id,option_text,option_count,observed_min,observed_max,scale_min,scale_max,response_range,n_responses,question_document,text_char_len,text_word_len,has_question_mark,has_percent_symbol,has_money_symbol,is_binary,is_wide_scale,is_continuousish,topic_risk,topic_future,topic_social,topic_money,topic_identity,topic_habit,topic_emotion,topic_politics,topic_environment,topic_probabilistic
survey_1::Agentic Communal _17,survey_1,Agentic Communal _17,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - COMPASSION (caring for others, displaying kindness)",QID29_17,Quite Important to me 5 | Highly Important to me 9 | Quite Important to me 5 | 7 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9,9,1.0,9.0,1.0,9.0,8.0,233,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - COMPASSION (caring for others, displaying kindness) Quite Important to me 5 | Highly Important to me 9 | Quite Important to me 5 | 7 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 Agentic Communal _17",930,172,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
survey_1::Agentic Communal _18,survey_1,Agentic Communal _18,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - STATUS (high rank, wide respect)",QID29_18,2 | 2 | Not Important to me 1 | 3 | Not Important to me 1 | Not Important to me 1 | Not Important to me 1 | 2 | 2,9,1.0,9.0,1.0,9.0,8.0,231,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - STATUS (high rank, wide respect) 2 | 2 | Not Important to me 1 | 3 | Not Important to me 1 | Not Important to me 1 | Not Important to me 1 | 2 | 2 Agentic Communal _18",809,155,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
survey_1::Agentic Communal _19,survey_1,Agentic Communal _19,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - CIVILITY (being considerate and respectful toward others)",QID29_19,Highly Important to me 9 | Highly Important to me 9 | 7 | 7 | 8 | 7 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9,9,1.0,9.0,1.0,9.0,8.0,233,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - CIVILITY (being considerate and respectful toward others) Highly Important to me 9 | Highly Important to me 9 | 7 | 7 | 8 | 7 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 Agentic Communal _19",869,161,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
survey_1::Agentic Communal _20,survey_1,Agentic Communal _20,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - AUTONOMY (independent, free of others' control)",QID29_20,3 | 8 | Highly Important to me 9 | 8 | Highly Important to me 9 | 7 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9,9,1.0,9.0,1.0,9.0,8.0,233,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - AUTONOMY (independent, free of others' control) 3 | 8 | Highly Important to me 9 | 8 | Highly Important to me 9 | 7 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 Agentic Communal _20",859,160,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
survey_1::Agentic Communal _21,survey_1,Agentic Communal _21,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - EQUALITY (human rights and equal opportunity for all)",QID29_21,6 | Quite Important to me 5 | 8 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9,9,1.0,9.0,1.0,9.0,8.0,232,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - EQUALITY (human rights and equal opportunity for all) 6 | Quite Important to me 5 | 8 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 | Highly Important to me 9 Agentic Communal _21",910,170,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
survey_1::Agentic Communal _22,survey_1,Agentic Communal _22,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - RECOGNITION (becoming notable, famous, or admired)",QID29_22,Not Important to me 1 | 2 | Not Important to me 1 | Not Important to me 1 | 2 | 2 | 2 | 2 | 4,9,1.0,9.0,1.0,9.0,8.0,233,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - RECOGNITION (becoming notable, famous, or admired) Not Important to me 1 | 2 | Not Important to me 1 | Not Important to me 1 | 2 | 2 | 2 | 2 | 4 Agentic Communal _22",807,152,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
survey_1::Agentic Communal _23,survey_1,Agentic Communal _23,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - TRADITION (showing respect for family and cultural values)",QID29_23,Quite Important to me 5 | Not Important to me 1 | 3 | 7 | 6 | 6 | 4 | Highly Important to me 9 | 7,9,1.0,9.0,1.0,9.0,8.0,233,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - TRADITION (showing respect for family and cultural values) Quite Important to me 5 | Not Important to me 1 | 3 | 7 | 6 | 6 | 4 | Highly Important to me 9 | 7 Agentic Communal _23",820,154,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
survey_1::Agentic Communal _24,survey_1,Agentic Communal _24,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - SUPERIORITY (defeating the competition, standing on top)",QID29_24,Not Important to me 1 | Not Important to me 1 | Not Important to me 1 | 2 | Not Important to me 1 | Not Important to me 1 | Not Important to me 1 | Not Important to me 1 | 2,9,1.0,9.0,1.0,9.0,8.0,233,"Below are 24 different values that people rate of different importance in their lives. FIRST READ THROUGH THE LIST to familiarize yourself with all the values. While reading over the list, consider which ones tend to be most important to you and which tend to be least important to you. After familiarizing yourself with the list, rate the relative importance of each value to you as “A GUIDING PRINCIPLE IN MY LIFE.” It is important to spread your ratings out as best you can—be sure to use some numbers in the lower range, some in the middle range, and some in the higher range. Avoid using too many similar numbers. Work fairly quickly. - SUPERIORITY (defeating the competition, standing on top) Not Important to me 1 | Not Important to me 1 | Not Important to me 1 | 2 | Not Important to me 1 | Not Important to me 1 | Not Important to me 1 | Not Important to me 1 | 2 Agentic Communal _24",893,169,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
survey_1::Minimalism_1,survey_1,Minimalism_1,Please indicate your agreement with each of the following statements about yourself. - I avoid accumulating lots of stuff,QID35_1,Agree strongly | Agree a little | Agree a little | Agree a little | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - I avoid accumulating lots of stuff Agree strongly | Agree a little | Agree a little | Agree a little | Agree a little Minimalism_1,217,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
survey_1::Minimalism_2,survey_1,Minimalism_2,Please indicate your agreement with each of the following statements about yourself. - I restrict the number of things I own,QID35_2,Agree a little | Agree a little | Disagree a little | Agree strongly | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - I restrict the number of things I own Agree a little | Agree a little | Disagree a little | Agree strongly | Agree a little Minimalism_2,223,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
survey_1::Minimalism_3,survey_1,Minimalism_3,Please indicate your agreement with each of the following statements about yourself. - “Less is more” when it comes to owning things,QID35_3,Agree a little | Agree strongly | Agree a little | Agree a little | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - “Less is more” when it comes to owning things Agree a little | Agree strongly | Agree a little | Agree a little | Agree a little Minimalism_3,228,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
survey_1::Minimalism_4,survey_1,Minimalism_4,Please indicate your agreement with each of the following statements about yourself. - I actively avoid acquiring excess possessions,QID35_4,Agree a little | Agree a little | Agree strongly | Agree a little | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - I actively avoid acquiring excess possessions Agree a little | Agree a little | Agree strongly | Agree a little | Agree a little Minimalism_4,228,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
survey_1::Minimalism_5,survey_1,Minimalism_5,Please indicate your agreement with each of the following statements about yourself. - I am drawn to visually sparse environments,QID35_5,Neither agree nor disagree | Agree a little | Agree a little | Agree a little | Neither agree nor disagree,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - I am drawn to visually sparse environments Neither agree nor disagree | Agree a little | Agree a little | Agree a little | Neither agree nor disagree Minimalism_5,249,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
survey_1::Minimalism_6,survey_1,Minimalism_6,Please indicate your agreement with each of the following statements about yourself. - I prefer simplicity in design,QID35_6,Neither agree nor disagree | Agree strongly | Agree strongly | Agree strongly | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - I prefer simplicity in design Neither agree nor disagree | Agree strongly | Agree strongly | Agree strongly | Agree a little Minimalism_6,224,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
survey_1::Minimalism_7,survey_1,Minimalism_7,Please indicate your agreement with each of the following statements about yourself. - I keep the aesthetic in my home very sparse,QID35_7,Agree a little | Neither agree nor disagree | Agree a little | Neither agree nor disagree | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - I keep the aesthetic in my home very sparse Agree a little | Neither agree nor disagree | Agree a little | Neither agree nor disagree | Agree a little Minimalism_7,250,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
survey_1::Minimalism_8,survey_1,Minimalism_8,Please indicate your agreement with each of the following statements about yourself. - I prefer leaving spaces visually empty over filling them,QID35_8,Neither agree nor disagree | Neither agree nor disagree | Agree a little | Agree a little | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - I prefer leaving spaces visually empty over filling them Neither agree nor disagree | Neither agree nor disagree | Agree a little | Agree a little | Agree a little Minimalism_8,263,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
survey_1::Minimalism_9,survey_1,Minimalism_9,Please indicate your agreement with each of the following statements about yourself. - I am mindful of what I own,QID35_9,Agree strongly | Agree a little | Agree a little | Agree a little | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - I am mindful of what I own Agree strongly | Agree a little | Agree a little | Agree a little | Agree a little Minimalism_9,209,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
survey_1::Minimalism_10,survey_1,Minimalism_10,Please indicate your agreement with each of the following statements about yourself. - The selection of things I own has been carefully curated,QID35_10,Neither agree nor disagree | Agree strongly | Agree a little | Agree a little | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - The selection of things I own has been carefully curated Neither agree nor disagree | Agree strongly | Agree a little | Agree a little | Agree a little Minimalism_10,252,43,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
survey_1::Minimalism_11,survey_1,Minimalism_11,Please indicate your agreement with each of the following statements about yourself. - It is important to me to be thoughtful about what I choose to own,QID35_11,Agree strongly | Agree a little | Agree a little | Agree strongly | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - It is important to me to be thoughtful about what I choose to own Agree strongly | Agree a little | Agree a little | Agree strongly | Agree a little Minimalism_11,249,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
survey_1::Minimalism_12,survey_1,Minimalism_12,Please indicate your agreement with each of the following statements about yourself. - My belongings are mindfully selected,QID35_12,Agree a little | Agree a little | Agree strongly | Agree a little | Agree strongly,5,1.0,5.0,1.0,5.0,4.0,233,Please indicate your agreement with each of the following statements about yourself. - My belongings are mindfully selected Agree a little | Agree a little | Agree strongly | Agree a little | Agree strongly Minimalism_12,220,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
survey_1::Big Five _1,survey_1,Big Five _1,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is talkative,QID25_1,Disagree a little | Agree a little | Agree a little | Disagree a little | Disagree strongly,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is talkative Disagree a little | Agree a little | Agree a little | Disagree a little | Disagree strongly Big Five _1,322,61,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _2,survey_1,Big Five _2,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Tends to find fault with others,QID25_2,Disagree a little | Disagree strongly | Disagree a little | Disagree a little | Disagree a little,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Tends to find fault with others Disagree a little | Disagree strongly | Disagree a little | Disagree a little | Disagree a little Big Five _2,347,65,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
survey_1::Big Five _3,survey_1,Big Five _3,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Does a thorough job,QID25_3,Agree strongly | Agree strongly | Agree strongly | Agree strongly | Agree strongly,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Does a thorough job Agree strongly | Agree strongly | Agree strongly | Agree strongly | Agree strongly Big Five _3,320,59,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _4,survey_1,Big Five _4,"Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is depressed, blue",QID25_4,Disagree strongly | Disagree strongly | Disagree strongly | Disagree strongly | Disagree strongly,5,1.0,5.0,1.0,5.0,4.0,233,"Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is depressed, blue Disagree strongly | Disagree strongly | Disagree strongly | Disagree strongly | Disagree strongly Big Five _4",334,58,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _5,survey_1,Big Five _5,"Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is original, comes up with new ideas",QID25_5,Agree strongly | Agree a little | Agree a little | Agree a little | Agree strongly,5,1.0,5.0,1.0,5.0,4.0,233,"Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is original, comes up with new ideas Agree strongly | Agree a little | Agree a little | Agree a little | Agree strongly Big Five _5",337,65,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _6,survey_1,Big Five _6,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is reserved,QID25_6,Agree a little | Agree a little | Disagree a little | Agree a little | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is reserved Agree a little | Agree a little | Disagree a little | Agree a little | Agree a little Big Five _6,315,62,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _7,survey_1,Big Five _7,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is helpful and unselfish with others,QID25_7,Agree strongly | Agree a little | Agree a little | Agree strongly | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is helpful and unselfish with others Agree strongly | Agree a little | Agree a little | Agree strongly | Agree a little Big Five _7,337,64,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
survey_1::Big Five _8,survey_1,Big Five _8,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Can be somewhat careless,QID25_8,Disagree a little | Disagree strongly | Disagree strongly | Disagree strongly | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Can be somewhat careless Disagree a little | Disagree strongly | Disagree strongly | Disagree strongly | Agree a little Big Five _8,337,61,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _9,survey_1,Big Five _9,"Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is relaxed, handles stress well",QID25_9,Disagree a little | Agree a little | Agree strongly | Agree a little | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,"Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is relaxed, handles stress well Disagree a little | Agree a little | Agree strongly | Agree a little | Agree a little Big Five _9",335,64,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _10,survey_1,Big Five _10,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is curious about many different things,QID25_10,Agree strongly | Agree strongly | Agree strongly | Agree strongly | Agree strongly,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is curious about many different things Agree strongly | Agree strongly | Agree strongly | Agree strongly | Agree strongly Big Five _10,340,61,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _11,survey_1,Big Five _11,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is full of energy,QID25_11,Disagree a little | Agree a little | Agree a little | Agree a little | Neither agree nor disagree,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is full of energy Disagree a little | Agree a little | Agree a little | Agree a little | Neither agree nor disagree Big Five _11,334,65,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _12,survey_1,Big Five _12,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Starts quarrels with others,QID25_12,Disagree strongly | Disagree strongly | Disagree strongly | Disagree strongly | Disagree strongly,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Starts quarrels with others Disagree strongly | Disagree strongly | Disagree strongly | Disagree strongly | Disagree strongly Big Five _12,344,59,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
survey_1::Big Five _13,survey_1,Big Five _13,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is a reliable worker,QID25_13,Agree strongly | Agree strongly | Agree strongly | Agree strongly | Agree strongly,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is a reliable worker Agree strongly | Agree strongly | Agree strongly | Agree strongly | Agree strongly Big Five _13,322,59,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
survey_1::Big Five _14,survey_1,Big Five _14,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Can be tense,QID25_14,Agree a little | Agree a little | Agree a little | Neither agree nor disagree | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Can be tense Agree a little | Agree a little | Agree a little | Neither agree nor disagree | Agree a little Big Five _14,326,64,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _15,survey_1,Big Five _15,"Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is ingenious, a deep thinker",QID25_15,Neither agree nor disagree | Agree strongly | Agree strongly | Agree a little | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,"Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Is ingenious, a deep thinker Neither agree nor disagree | Agree strongly | Agree strongly | Agree a little | Agree a little Big Five _15",342,64,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _16,survey_1,Big Five _16,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Generates a lot of enthusiasm,QID25_16,Agree a little | Agree a little | Agree a little | Agree a little | Disagree a little,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Generates a lot of enthusiasm Agree a little | Agree a little | Agree a little | Agree a little | Disagree a little Big Five _16,334,65,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _17,survey_1,Big Five _17,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Has a forgiving nature,QID25_17,Agree a little | Agree a little | Agree a little | Agree strongly | Agree a little,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Has a forgiving nature Agree a little | Agree a little | Agree a little | Agree strongly | Agree a little Big Five _17,324,63,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
survey_1::Big Five _18,survey_1,Big Five _18,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Tends to be disorganized,QID25_18,Disagree strongly | Disagree strongly | Disagree strongly | Disagree strongly | Disagree a little,5,1.0,5.0,1.0,5.0,4.0,233,Here are a number of characteristics that may or may not apply to you. Please indicate next to each statement the extent to which you agree or disagree with that statement. I see myself as someone who... - Tends to be disorganized Disagree strongly | Disagree strongly | Disagree strongly | Disagree strongly | Disagree a little Big Five _18,341,60,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
